"frame","head_patient","torso_patient","legs_patient","head_therapist","torso_therapist","legs_therapist"
981,0,0,0,0,327,857
982,0,0,0,22,366,925
983,0,0,0,6,623,544
984,0,0,0,0,605,486
985,0,0,0,0,470,532
986,0,0,0,0,352,617
987,0,0,0,0,435,593
988,0,0,0,33,441,482
989,0,0,0,100,540,410
990,0,0,0,130,402,324
991,0,0,0,59,338,174
992,0,0,0,63,304,128
993,0,0,0,247,871,142
994,0,0,0,29,1027,139
995,0,0,0,78,1115,162
996,0,0,0,42,1009,156
997,0,0,0,86,174,119
998,0,0,0,78,498,25
999,0,0,0,27,502,111
1000,0,0,0,3,368,144
1001,0,0,0,42,150,39
1002,0,0,0,93,187,63
1003,0,0,0,52,167,85
1004,0,0,0,19,113,71
1005,0,0,0,21,51,58
1006,0,0,0,1,19,47
1007,0,0,0,3,0,13
1008,0,0,0,21,0,0
1009,0,0,0,162,0,0
1010,0,0,0,130,0,0
1011,0,0,0,202,50,0
1012,0,0,0,179,192,14
1013,0,0,0,137,416,66
1014,0,0,0,122,394,72
1015,0,0,0,77,378,72
1016,0,0,0,9,196,35
1017,0,0,0,53,67,8
1018,0,0,0,38,33,0
1019,0,0,0,2,41,0
1020,0,0,0,2,0,0
1021,0,0,0,14,0,0
1022,0,0,0,0,3,0
1023,0,0,0,19,0,0
1024,0,0,0,0,0,0
1025,0,0,0,0,0,0
1026,0,0,0,0,0,0
1027,0,0,0,0,0,0
1028,0,0,0,0,0,0
1029,0,0,0,0,0,0
1030,0,0,0,0,0,0
1031,0,0,0,0,0,0
1032,0,0,0,0,0,0
1033,0,0,0,0,0,0
1034,0,0,0,0,0,0
1035,113,44,0,0,0,0
1036,566,200,0,0,0,0
1037,950,488,0,0,0,0
1038,1025,1147,0,0,0,0
1039,984,1980,0,0,43,0
1040,2000,3102,0,0,69,2
1041,2388,3363,0,0,44,11
1042,2141,3027,0,0,62,21
1043,1766,2736,0,0,85,25
1044,1148,2976,0,0,49,17
1045,382,3247,0,0,19,6
1046,102,3011,0,3,94,11
1047,102,3132,0,2,40,8
1048,98,3405,0,0,16,0
1049,117,4029,0,0,3,0
1050,59,4424,0,0,0,0
1051,125,4549,0,0,1,2
1052,108,4538,0,4,2,0
1053,140,3487,0,2,0,0
1054,166,2508,0,6,2,0
1055,144,1683,0,16,19,0
1056,76,1306,0,6,1,0
1057,26,710,0,2,0,0
1058,0,998,0,9,0,0
1059,0,1377,0,0,0,0
1060,0,1564,0,2,0,0
1061,0,1407,0,0,0,0
1062,2,1154,0,0,0,0
1063,0,989,0,0,0,0
1064,0,444,0,0,0,0
1065,0,319,0,0,0,0
1066,0,482,0,0,0,3
1067,0,355,0,0,0,0
1068,0,395,0,0,0,0
1069,0,299,0,0,0,0
1070,22,549,0,0,0,0
1071,9,1136,0,0,8,0
1072,9,1181,0,0,48,13
1073,3,1355,0,0,33,17
1074,2,1478,0,0,77,67
1075,0,1522,0,0,177,151
1076,6,1343,0,0,268,158
1077,0,945,0,0,97,82
1078,0,804,0,0,98,30
1079,0,865,0,0,132,129
1080,0,952,0,0,111,139
1081,0,1092,0,0,73,56
1082,0,737,0,0,2,30
1083,0,951,0,0,17,36
1084,0,1106,0,0,55,52
1085,20,287,0,0,11,19
1086,4,1193,0,0,0,0
1087,0,3008,0,0,0,0
1088,0,3707,0,0,0,0
1089,0,4206,0,0,0,0
1090,5,4512,0,0,8,6
1091,13,4573,0,0,8,40
1092,10,4332,0,0,0,3
1093,71,4128,0,0,2,4
1094,129,3761,0,0,0,0
1095,195,2644,0,0,0,0
1096,248,1710,0,0,0,0
1097,246,1170,0,0,0,0
1098,344,1332,0,0,0,0
1099,555,1354,0,0,0,0
1100,929,1300,0,0,0,0
1101,1284,877,0,0,0,0
1102,1294,551,0,0,0,0
1103,1216,301,0,0,0,0
1104,1117,346,0,0,0,0
1105,922,441,0,0,0,0
1106,833,518,0,0,7,0
1107,961,674,0,0,4,0
1108,902,890,0,0,0,0
1109,862,824,0,0,24,0
1110,873,1029,0,0,0,0
1111,870,1035,0,36,8,0
1112,899,498,0,37,0,0
1113,935,359,0,64,2,0
1114,851,365,0,52,0,0
1115,857,390,0,41,0,0
1116,784,174,0,42,0,0
1117,756,83,0,2,0,0
1118,644,18,0,58,49,0
1119,733,4,0,29,0,0
1120,702,18,0,14,0,4
1121,653,26,0,17,30,7
1122,500,19,0,66,62,28
1123,406,0,0,29,42,13
1124,302,15,0,100,16,0
1125,219,146,0,73,8,0
1126,228,97,0,88,17,0
1127,205,5,0,32,4,0
1128,188,17,0,2,25,0
1129,243,170,0,0,9,0
1130,158,493,0,1,4,11
1131,135,556,0,0,0,0
1132,151,375,0,4,0,0
1133,47,354,0,0,0,0
1134,0,67,0,0,0,0
1135,0,246,0,0,0,0
1136,65,426,0,0,8,5
1137,44,451,0,0,0,0
1138,75,373,0,0,3,0
1139,106,503,0,0,0,0
1140,133,309,0,0,0,0
1141,42,93,0,0,0,0
1142,0,57,0,0,1,0
1143,135,608,0,0,0,0
1144,110,706,0,0,0,0
1145,49,436,0,0,0,0
1146,161,184,0,0,0,0
1147,617,508,0,0,0,0
1148,671,1070,0,0,0,0
1149,769,1691,0,0,0,0
1150,944,2434,0,0,0,0
1151,866,2696,0,0,0,1
1152,833,2841,0,0,0,0
1153,887,3111,0,0,0,0
1154,889,3196,0,0,0,0
1155,934,2799,0,0,0,0
1156,858,2571,0,0,0,0
1157,800,2752,0,0,0,0
1158,736,1240,0,0,0,0
1159,782,592,3,0,0,0
1160,669,410,122,0,5,0
1161,667,535,0,0,0,0
1162,691,250,55,0,2,0
1163,591,322,6,0,11,0
1164,467,85,23,0,0,0
1165,339,21,0,0,22,1
